Đội có chỉ số cao nhất ở mỗi chỉ số:
Chỉ số: Median of Def 3rd-Touches, Đội: Liverpool, Giá trị lớn nhất: 267.0
Chỉ số: Mean of Def 3rd-Touches, Đội: Fulham, Giá trị lớn nhất: 408.0952380952381
Chỉ số: Std of Def 3rd-Touches, Đội: Fulham, Giá trị lớn nhất: 423.59130122818914
Chỉ số: Median of Mid 3rd-Touches, Đội: Liverpool, Giá trị lớn nhất: 519.0
Chỉ số: Mean of Mid 3rd-Touches, Đội: Manchester City, Giá trị lớn nhất: 681.8571428571429
Chỉ số: Std of Mid 3rd-Touches, Đội: Manchester City, Giá trị lớn nhất: 633.0126606723034
Chỉ số: Median of Att 3rd-Touches, Đội: Manchester City, Giá trị lớn nhất: 395.0
Chỉ số: Mean of Att 3rd-Touches, Đội: Manchester City, Giá trị lớn nhất: 486.95238095238096
Chỉ số: Std of Att 3rd-Touches, Đội: Manchester City, Giá trị lớn nhất: 370.90598218288096
Chỉ số: Median of Att Pen, Đội: Liverpool, Giá trị lớn nhất: 38.0
Chỉ số: Mean of Att Pen, Đội: Arsenal, Giá trị lớn nhất: 70.28571428571429
Chỉ số: Std of Att Pen, Đội: Arsenal, Giá trị lớn nhất: 78.20431117089574
Chỉ số: Median of Live-Touches, Đội: Manchester City, Giá trị lớn nhất: 1283.0
Chỉ số: Mean of Live-Touches, Đội: Manchester City, Giá trị lớn nhất: 1491.6190476190477
Chỉ số: Std of Live-Touches, Đội: Manchester City, Giá trị lớn nhất: 1024.7768769927666
Chỉ số: Median of Att-Take-Ons, Đội: Aston Villa, Giá trị lớn nhất: 30.0
Chỉ số: Mean of Att-Take-Ons, Đội: Manchester City, Giá trị lớn nhất: 34.714285714285715
Chỉ số: Std of Att-Take-Ons, Đội: West Ham, Giá trị lớn nhất: 50.30601162082724
Chỉ số: Median of Succ, Đội: Liverpool, Giá trị lớn nhất: 14.0
Chỉ số: Mean of Succ, Đội: Manchester City, Giá trị lớn nhất: 17.857142857142858
Chỉ số: Std of Succ, Đội: West Ham, Giá trị lớn nhất: 27.06689644412309
Chỉ số: Median of Succ%, Đội: Wolves, Giá trị lớn nhất: 53.05
Chỉ số: Mean of Succ%, Đội: Wolves, Giá trị lớn nhất: 57.84545454545455
Chỉ số: Std of Succ%, Đội: West Ham, Giá trị lớn nhất: 25.15000804695507
Chỉ số: Median of Tkld, Đội: Liverpool, Giá trị lớn nhất: 12.0
Chỉ số: Mean of Tkld, Đội: Bournemouth, Giá trị lớn nhất: 15.615384615384617
Chỉ số: Std of Tkld, Đội: West Ham, Giá trị lớn nhất: 19.68721869860189
Chỉ số: Median of Tkld%, Đội: Everton, Giá trị lớn nhất: 45.7
Chỉ số: Mean of Tkld%, Đội: Liverpool, Giá trị lớn nhất: 46.53000000000001
Chỉ số: Std of Tkld%, Đội: Chelsea, Giá trị lớn nhất: 24.08335574033268
Chỉ số: Median of Carries, Đội: Manchester City, Giá trị lớn nhất: 879.0
Chỉ số: Mean of Carries, Đội: Manchester City, Giá trị lớn nhất: 959.809523809524
Chỉ số: Std of Carries, Đội: Manchester City, Giá trị lớn nhất: 656.6072356475839
Chỉ số: Median of TotDist-Carries, Đội: Manchester City, Giá trị lớn nhất: 4459.0
Chỉ số: Mean of TotDist-Carries, Đội: Manchester City, Giá trị lớn nhất: 5005.142857142857
Chỉ số: Std of TotDist-Carries, Đội: Manchester City, Giá trị lớn nhất: 3303.4188696820493
Chỉ số: Median of ProDist, Đội: Manchester City, Giá trị lớn nhất: 2353.0
Chỉ số: Mean of ProDist, Đội: Manchester City, Giá trị lớn nhất: 2759.714285714286
Chỉ số: Std of ProDist, Đội: Manchester City, Giá trị lớn nhất: 1940.871766574421
Chỉ số: Median of ProgC, Đội: Liverpool, Giá trị lớn nhất: 41.0
Chỉ số: Mean of ProgC, Đội: Manchester City, Giá trị lớn nhất: 53.47619047619048
Chỉ số: Std of ProgC, Đội: Manchester City, Giá trị lớn nhất: 51.45640781051379
Chỉ số: Median of 1/3-Carries, Đội: Manchester City, Giá trị lớn nhất: 46.0
Chỉ số: Mean of 1/3-Carries, Đội: Manchester City, Giá trị lớn nhất: 41.285714285714285
Chỉ số: Std of 1/3-Carries, Đội: Manchester City, Giá trị lớn nhất: 27.481162379242363
Chỉ số: Median of CPA, Đội: Manchester City, Giá trị lớn nhất: 7.0
Chỉ số: Mean of CPA, Đội: Manchester City, Giá trị lớn nhất: 19.714285714285715
Chỉ số: Std of CPA, Đội: Manchester City, Giá trị lớn nhất: 33.50095947453275
Chỉ số: Median of Mis, Đội: Fulham, Giá trị lớn nhất: 25.0
Chỉ số: Mean of Mis, Đội: Liverpool, Giá trị lớn nhất: 25.727272727272727
Chỉ số: Std of Mis, Đội: Bournemouth, Giá trị lớn nhất: 29.0551994552544
Chỉ số: Median of Dis, Đội: Aston Villa, Giá trị lớn nhất: 14.0
Chỉ số: Mean of Dis, Đội: Liverpool, Giá trị lớn nhất: 18.227272727272727
Chỉ số: Std of Dis, Đội: West Ham, Giá trị lớn nhất: 26.576891632227586
Chỉ số: Median of Rec, Đội: Manchester City, Giá trị lớn nhất: 937.0
Chỉ số: Mean of Rec, Đội: Manchester City, Giá trị lớn nhất: 1156.142857142857
Chỉ số: Std of Rec, Đội: Manchester City, Giá trị lớn nhất: 815.5530200860203
Chỉ số: Median of PrgR-Receiving, Đội: Liverpool, Giá trị lớn nhất: 80.5
Chỉ số: Mean of PrgR-Receiving, Đội: Arsenal, Giá trị lớn nhất: 98.85714285714286
Chỉ số: Std of PrgR-Receiving, Đội: Arsenal, Giá trị lớn nhất: 130.50259986463325
Chỉ số: Median of Starts/PT, Đội: Manchester City, Giá trị lớn nhất: 24.0
Chỉ số: Mean of Starts/PT, Đội: Fulham, Giá trị lớn nhất: 19.904761904761905
Chỉ số: Std of Starts/PT, Đội: Everton, Giá trị lớn nhất: 13.720098641021776
Chỉ số: Median of Mn/Start, Đội: West Ham, Giá trị lớn nhất: 85.5
Chỉ số: Mean of Mn/Start, Đội: Crystal Palace, Giá trị lớn nhất: 84.33333333333333
Chỉ số: Std of Mn/Start, Đội: Sheffield Utd, Giá trị lớn nhất: 15.162112490428694
Chỉ số: Median of Compl, Đội: West Ham, Giá trị lớn nhất: 15.0
Chỉ số: Mean of Compl, Đội: Manchester City, Giá trị lớn nhất: 14.333333333333334
Chỉ số: Std of Compl, Đội: Everton, Giá trị lớn nhất: 12.652703627719614
Chỉ số: Median of Subs, Đội: Arsenal, Giá trị lớn nhất: 7.0
Chỉ số: Mean of Subs, Đội: Fulham, Giá trị lớn nhất: 7.333333333333333
Chỉ số: Std of Subs, Đội: Tottenham, Giá trị lớn nhất: 6.818559497664328
Chỉ số: Median of Mn/Sub, Đội: Sheffield Utd, Giá trị lớn nhất: 25.0
Chỉ số: Mean of Mn/Sub, Đội: Sheffield Utd, Giá trị lớn nhất: 26.33333333333333
Chỉ số: Std of Mn/Sub, Đội: Newcastle Utd, Giá trị lớn nhất: 14.415299712488318
Chỉ số: Median of Unused Subs, Đội: Burnley, Giá trị lớn nhất: 4.0
Chỉ số: Mean of Unused Subs, Đội: Manchester City, Giá trị lớn nhất: 8.0
Chỉ số: Std of Unused Subs, Đội: West Ham, Giá trị lớn nhất: 9.371597506660208
Chỉ số: Median of PPM, Đội: Manchester City, Giá trị lớn nhất: 2.39
Chỉ số: Mean of PPM, Đội: Manchester City, Giá trị lớn nhất: 2.4166666666666665
Chỉ số: Std of PPM, Đội: All, Giá trị lớn nhất: 0.593055612775332
Chỉ số: Median of onG, Đội: Manchester City, Giá trị lớn nhất: 55.0
Chỉ số: Mean of onG, Đội: Manchester City, Giá trị lớn nhất: 50.142857142857146
Chỉ số: Std of onG, Đội: Arsenal, Giá trị lớn nhất: 29.35910664269509
Chỉ số: Median of onGA, Đội: West Ham, Giá trị lớn nhất: 39.0
Chỉ số: Mean of onGA, Đội: Sheffield Utd, Giá trị lớn nhất: 37.766666666666666
Chỉ số: Std of onGA, Đội: Sheffield Utd, Giá trị lớn nhất: 28.527885128152377
Chỉ số: Median of onxG, Đội: Liverpool, Giá trị lớn nhất: 45.45
Chỉ số: Mean of onxG, Đội: Liverpool, Giá trị lớn nhất: 43.62272727272727
Chỉ số: Std of onxG, Đội: Arsenal, Giá trị lớn nhất: 24.56037265112044
Chỉ số: Median of onxGA, Đội: West Ham, Giá trị lớn nhất: 36.650000000000006
Chỉ số: Mean of onxGA, Đội: West Ham, Giá trị lớn nhất: 35.304545454545455
Chỉ số: Std of onxGA, Đội: West Ham, Giá trị lớn nhất: 23.25652959560323
Chỉ số: Median of Fls, Đội: Liverpool, Giá trị lớn nhất: 18.0
Chỉ số: Mean of Fls, Đội: Liverpool, Giá trị lớn nhất: 20.681818181818183
Chỉ số: Std of Fls, Đội: Chelsea, Giá trị lớn nhất: 18.62319342468776
Chỉ số: Median of Fld, Đội: Tottenham, Giá trị lớn nhất: 18.0
Chỉ số: Mean of Fld, Đội: Tottenham, Giá trị lớn nhất: 21.041666666666668
Chỉ số: Std of Fld, Đội: Newcastle Utd, Giá trị lớn nhất: 23.770605096771657
Chỉ số: Median of Off/PE, Đội: Brentford, Giá trị lớn nhất: 2.0
Chỉ số: Mean of Off/PE, Đội: Liverpool, Giá trị lớn nhất: 4.545454545454546
Chỉ số: Std of Off/PE, Đội: Liverpool, Giá trị lớn nhất: 8.313656422831238
Chỉ số: Median of Crs/PE, Đội: Fulham, Giá trị lớn nhất: 19.0
Chỉ số: Mean of Crs/PE, Đội: Liverpool, Giá trị lớn nhất: 37.13636363636363
Chỉ số: Std of Crs/PE, Đội: Luton Town, Giá trị lớn nhất: 68.00237740942103
Chỉ số: Median of OG, Đội: All, Giá trị lớn nhất: 0.0
Chỉ số: Mean of OG, Đội: Sheffield Utd, Giá trị lớn nhất: 0.2333333333333333
Chỉ số: Std of OG, Đội: Fulham, Giá trị lớn nhất: 0.511766315719159
Chỉ số: Median of Recov, Đội: Liverpool, Giá trị lớn nhất: 79.5
Chỉ số: Mean of Recov, Đội: Liverpool, Giá trị lớn nhất: 92.0
Chỉ số: Std of Recov, Đội: Everton, Giá trị lớn nhất: 68.18606837872834
Chỉ số: Median of Won, Đội: West Ham, Giá trị lớn nhất: 20.0
Chỉ số: Mean of Won, Đội: Everton, Giá trị lớn nhất: 29.39130434782609
Chỉ số: Std of Won, Đội: Everton, Giá trị lớn nhất: 40.6266136803258
Chỉ số: Median of Lost/AD, Đội: Brentford, Giá trị lớn nhất: 23.0
Chỉ số: Mean of Lost/AD, Đội: Bournemouth, Giá trị lớn nhất: 25.653846153846157
Chỉ số: Std of Lost/AD, Đội: Luton Town, Giá trị lớn nhất: 33.11721606657178
Chỉ số: Median of Won%, Đội: Nott'ham Forest, Giá trị lớn nhất: 54.5
Chỉ số: Mean of Won%, Đội: Nott'ham Forest, Giá trị lớn nhất: 55.79655172413793
Chỉ số: Std of Won%, Đội: Manchester City, Giá trị lớn nhất: 25.4451753259517

Đội có phong độ tốt nhất: Manchester City với 105 chỉ số cao nhất.
