Team,Median of Rk,Mean of Rk,Std of Rk,Median of Age,Mean of Age,Std of Age,Median of Matches played,Mean of Matches played,Std of Matches played,Median of Starts,Mean of Starts,Std of Starts,Median of Non-Penalty Goals,Mean of Non-Penalty Goals,Std of Non-Penalty Goals,Median of Penalty Goals,Mean of Penalty Goals,Std of Penalty Goals,Median of Assists,Mean of Assists,Std of Assists,Median of Yellow Cards,Mean of Yellow Cards,Std of Yellow Cards,Median of Red Cards,Mean of Red Cards,Std of Red Cards,Median of xG,Mean of xG,Std of xG,Median of npxG,Mean of npxG,Std of npxG,Median of xAG,Mean of xAG,Std of xAG,Median of PrgC,Mean of PrgC,Std of PrgC,Median of PrgP,Mean of PrgP,Std of PrgP,Median of PrgR,Mean of PrgR,Std of PrgR,Median of Gls/90,Mean of Gls/90,Std of Gls/90,Median of Ast/90,Mean of Ast/90,Std of Ast/90,Median of G+A/90,Mean of G+A/90,Std of G+A/90,Median of G-PK/90,Mean of G-PK/90,Std of G-PK/90,Median of G+A-PK/90,Mean of G+A-PK/90,Std of G+A-PK/90,Median of xG/90,Mean of xG/90,Std of xG/90,Median of xAG/90,Mean of xAG/90,Std of xAG/90,Median of xG + xAG/90,Mean of xG + xAG/90,Std of xG + xAG/90,Median of npxG/90,Mean of npxG/90,Std of npxG/90,Median of npxG + xAG/90,Mean of npxG + xAG/90,Std of npxG + xAG/90,Median of GA,Mean of GA,Std of GA,Median of GA90,Mean of GA90,Std of GA90,Median of SoTA,Mean of SoTA,Std of SoTA,Median of Saves,Mean of Saves,Std of Saves,Median of Save%-Performance,Mean of Save%-Performance,Std of Save%-Performance,Median of W,Mean of W,Std of W,Median of D,Mean of D,Std of D,Median of L,Mean of L,Std of L,Median of CS,Mean of CS,Std of CS,Median of CS%,Mean of CS%,Std of CS%,Median of PKatt-PK,Mean of PKatt-PK,Std of PKatt-PK,Median of PKA,Mean of PKA,Std of PKA,Median of PKsv,Mean of PKsv,Std of PKsv,Median of PKm,Mean of PKm,Std of PKm,Median of Save%/PK,Mean of Save%/PK,Std of Save%/PK,Median of Gls,Mean of Gls,Std of Gls,Median of Sh,Mean of Sh,Std of Sh,Median of SoT,Mean of SoT,Std of SoT,Median of SoT%,Mean of SoT%,Std of SoT%,Median of Sh/90,Mean of Sh/90,Std of Sh/90,Median of SoT/90,Mean of SoT/90,Std of SoT/90,Median of G/Sh,Mean of G/Sh,Std of G/Sh,Median of G/SoT,Mean of G/SoT,Std of G/SoT,Median of Dist,Mean of Dist,Std of Dist,Median of FK-Shooting,Mean of FK-Shooting,Std of FK-Shooting,Median of PK,Mean of PK,Std of PK,Median of PKatt-Standard,Mean of PKatt-Standard,Std of PKatt-Standard,Median of xG-Shooting,Mean of xG-Shooting,Std of xG-Shooting,Median of npxG-Shooting,Mean of npxG-Shooting,Std of npxG-Shooting,Median of npxG/Sh,Mean of npxG/Sh,Std of npxG/Sh,Median of G-xG,Mean of G-xG,Std of G-xG,Median of np:xG-xG,Mean of np:xG-xG,Std of np:xG-xG,Median of Cmp/Short,Mean of Cmp/Short,Std of Cmp/Short,Median of Att/Short,Mean of Att/Short,Std of Att/Short,Median of Cmp%/Short,Mean of Cmp%/Short,Std of Cmp%/Short,Median of Cmp/Medium,Mean of Cmp/Medium,Std of Cmp/Medium,Median of Att/Medium,Mean of Att/Medium,Std of Att/Medium,Median of Cmp%/Medium,Mean of Cmp%/Medium,Std of Cmp%/Medium,Median of Cmp/Long,Mean of Cmp/Long,Std of Cmp/Long,Median of Att/Long,Mean of Att/Long,Std of Att/Long,Median of Cmp%/Long,Mean of Cmp%/Long,Std of Cmp%/Long,Median of In,Mean of In,Std of In,Median of Out,Mean of Out,Std of Out,Median of Str,Mean of Str,Std of Str,Median of Cmp-OC,Mean of Cmp-OC,Std of Cmp-OC,Median of Off-OC,Mean of Off-OC,Std of Off-OC,Median of Blocks-OC,Mean of Blocks-OC,Std of Blocks-OC,Median of SCA,Mean of SCA,Std of SCA,Median of SCA90,Mean of SCA90,Std of SCA90,Median of PassLive/SCA,Mean of PassLive/SCA,Std of PassLive/SCA,Median of PassDead/SCA,Mean of PassDead/SCA,Std of PassDead/SCA,Median of TO/SCA,Mean of TO/SCA,Std of TO/SCA,Median of Sh/SCA,Mean of Sh/SCA,Std of Sh/SCA,Median of Fld/SCA,Mean of Fld/SCA,Std of Fld/SCA,Median of Def/SCA,Mean of Def/SCA,Std of Def/SCA,Median of GCA,Mean of GCA,Std of GCA,Median of GCA90,Mean of GCA90,Std of GCA90,Median of PassLive/GCA,Mean of PassLive/GCA,Std of PassLive/GCA,Median of PassDead/GCA,Mean of PassDead/GCA,Std of PassDead/GCA,Median of TO/GCA,Mean of TO/GCA,Std of TO/GCA,Median of Sh/GCA,Mean of Sh/GCA,Std of Sh/GCA,Median of Fld/GCA,Mean of Fld/GCA,Std of Fld/GCA,Median of Def/GCA,Mean of Def/GCA,Std of Def/GCA,Median of Tkl-Challenges,Mean of Tkl-Challenges,Std of Tkl-Challenges,Median of Att-Challenges,Mean of Att-Challenges,Std of Att-Challenges,Median of Tkl%-Challenges,Mean of Tkl%-Challenges,Std of Tkl%-Challenges,Median of Lost-Challenges,Mean of Lost-Challenges,Std of Lost-Challenges,Median of Blocks,Mean of Blocks,Std of Blocks,Median of Sh-Blocks,Mean of Sh-Blocks,Std of Sh-Blocks,Median of Pass,Mean of Pass,Std of Pass,Median of Int,Mean of Int,Std of Int,Median of Tkl+Int,Mean of Tkl+Int,Std of Tkl+Int,Median of Clr,Mean of Clr,Std of Clr,Median of Err,Mean of Err,Std of Err,Median of Touches,Mean of Touches,Std of Touches,Median of Def Pen,Mean of Def Pen,Std of Def Pen,Median of Def 3rd-Touches,Mean of Def 3rd-Touches,Std of Def 3rd-Touches,Median of Mid 3rd-Touches,Mean of Mid 3rd-Touches,Std of Mid 3rd-Touches,Median of Att 3rd-Touches,Mean of Att 3rd-Touches,Std of Att 3rd-Touches,Median of Att Pen,Mean of Att Pen,Std of Att Pen,Median of Live-Touches,Mean of Live-Touches,Std of Live-Touches,Median of Att-Take-Ons,Mean of Att-Take-Ons,Std of Att-Take-Ons,Median of Succ,Mean of Succ,Std of Succ,Median of Succ%,Mean of Succ%,Std of Succ%,Median of Tkld,Mean of Tkld,Std of Tkld,Median of Tkld%,Mean of Tkld%,Std of Tkld%,Median of Carries,Mean of Carries,Std of Carries,Median of TotDist-Carries,Mean of TotDist-Carries,Std of TotDist-Carries,Median of ProDist,Mean of ProDist,Std of ProDist,Median of ProgC,Mean of ProgC,Std of ProgC,Median of 1/3-Carries,Mean of 1/3-Carries,Std of 1/3-Carries,Median of CPA,Mean of CPA,Std of CPA,Median of Mis,Mean of Mis,Std of Mis,Median of Dis,Mean of Dis,Std of Dis,Median of Rec,Mean of Rec,Std of Rec,Median of PrgR-Receiving,Mean of PrgR-Receiving,Std of PrgR-Receiving,Median of Starts/PT,Mean of Starts/PT,Std of Starts/PT,Median of Mn/Start,Mean of Mn/Start,Std of Mn/Start,Median of Compl,Mean of Compl,Std of Compl,Median of Subs,Mean of Subs,Std of Subs,Median of Mn/Sub,Mean of Mn/Sub,Std of Mn/Sub,Median of Unused Subs,Mean of Unused Subs,Std of Unused Subs,Median of PPM,Mean of PPM,Std of PPM,Median of onG,Mean of onG,Std of onG,Median of onGA,Mean of onGA,Std of onGA,Median of onxG,Mean of onxG,Std of onxG,Median of onxGA,Mean of onxGA,Std of onxGA,Median of Fls,Mean of Fls,Std of Fls,Median of Fld,Mean of Fld,Std of Fld,Median of Off/PE,Mean of Off/PE,Std of Off/PE,Median of Crs/PE,Mean of Crs/PE,Std of Crs/PE,Median of OG,Mean of OG,Std of OG,Median of Recov,Mean of Recov,Std of Recov,Median of Won,Mean of Won,Std of Won,Median of Lost/AD,Mean of Lost/AD,Std of Lost/AD,Median of Won%,Mean of Won%,Std of Won%
All,290.0,290.9006085192698,168.63364178569284,25.0,25.49898580121704,4.127355078609052,23.0,22.657200811359026,10.136975196396461,16.0,16.941176470588236,11.167178800079327,1.0,2.22920892494929,3.3523136627191548,0.0,0.1947261663286004,0.8425984394403214,1.0,1.7363083164300204,2.473321094819899,3.0,3.3204868154158214,2.842535183000222,0.0,0.11764705882352941,0.3408993085853566,1.1,2.436105476673428,3.5713907594005634,1.1,2.263894523326572,3.1127254293638162,1.0,1.7545638945233266,2.193422461818703,17.0,28.851926977687626,32.30420039482681,44.0,59.33265720081136,57.58096887040904,30.0,58.65314401622718,71.19981741016906,0.07,0.13833671399594322,0.19253146773460703,0.05,0.0996551724137931,0.13771539949751757,0.15,0.2379107505070994,0.26520642394725447,0.07,0.1299797160243408,0.18093198087000872,0.15,0.22947261663286003,0.25253214751614284,0.08,0.14898580121703855,0.17755849202633964,0.07,0.10456389452332658,0.10638203166524234,0.17,0.2536713995943205,0.24002563703998744,0.08,0.14127789046653144,0.16532116396298874,0.17,0.2461663286004057,0.22747935831065724,28.0,33.54054054054054,22.296729449498734,1.64,1.711081081081081,0.624120642645776,80.0,98.43243243243244,65.49238316210712,56.0,65.97297297297297,44.935439173259375,67.7,66.88378378378378,8.464977308938332,6.0,8.054054054054054,6.624642321354858,4.0,4.4324324324324325,3.0417515106024444,6.0,8.027027027027026,6.5255331263110286,3.0,4.243243243243243,3.875889900722481,20.0,20.145945945945947,14.571215815103773,2.0,2.891891891891892,2.632951278021003,2.0,2.5945945945945947,2.565361783663482,0.0,0.21621621621621623,0.47930129326941084,0.0,0.08108108108108109,0.2767247306920301,0.0,9.720689655172412,21.936896175008524,1.0,2.4239350912778903,3.81599052286232,12.0,20.981744421906694,23.096423706013834,4.0,7.178498985801217,9.088799961174574,32.5,31.465759637188214,18.61265899684952,1.04,1.302758620689655,1.100358818302457,0.29,0.44713995943204865,0.47128493129857657,0.08,0.09380952380952381,0.11078439338725386,0.27,0.2950253807106599,0.2569989739991643,16.3,16.521541950113377,4.757655398377804,0.0,0.5740365111561866,1.8126406126240644,0.0,0.1947261663286004,0.8425984394403214,0.0,0.21703853955375255,0.9280814158064703,1.1,2.436105476673428,3.5713907594005634,1.1,2.263894523326572,3.1127254293638162,0.09,0.10156462585034015,0.07037271566070168,-0.1,-0.012170385395537525,1.3844864752600883,-0.1,-0.03468559837728194,1.3617576490892744,244.0,305.17444219066937,263.72665002012326,276.0,341.44016227180526,283.2707970851821,88.6,88.0314401622718,6.849414353560287,174.0,259.0770791075051,254.6176596061651,212.0,298.8580121703854,275.0010127876839,84.5,82.77931034482758,10.292031506536459,32.0,54.15415821501014,63.75713389026946,60.0,104.23326572008114,132.39444464343464,53.25,54.46741803278688,15.08527655295385,0.0,4.064908722109534,11.76306771358281,0.0,2.436105476673428,8.820619473216782,0.0,0.20081135902636918,0.9295506339134634,494.0,634.8782961460446,549.8324591414608,2.0,2.9310344827586206,3.1175008141208713,12.0,14.728194726166329,13.26876475320238,25.0,37.33265720081136,37.65351893581975,2.11,2.237525354969574,1.470977898374488,19.0,27.344827586206897,26.96344180033797,0.0,3.109533468559838,7.647477557553742,1.0,2.1683569979716024,3.421900523008607,1.0,2.4259634888438133,2.9503161148470203,1.0,1.5578093306288032,2.2620959568601067,0.0,0.7261663286004056,1.1262142989126511,3.0,4.182555780933063,4.962372641710331,0.19,0.24835699797160243,0.26737495811756173,2.0,2.943204868154158,3.540247607523784,0.0,0.2616632860040568,0.8004640880838718,0.0,0.3022312373225152,0.7380037147643541,0.0,0.3306288032454361,0.7228943420854069,0.0,0.26369168356997974,0.6371303824649744,0.0,0.08113590263691683,0.2947872455022771,9.0,12.596348884381339,12.102935327961934,21.0,25.68559837728195,22.789700807676525,48.1,47.42989473684211,20.265821838726968,10.0,13.089249492900608,12.200399252289618,16.0,18.766734279918865,15.33568653130881,3.0,5.979716024340771,7.950277026446481,11.0,12.787018255578094,10.820095437569918,9.0,12.75050709939148,12.701250848491705,30.0,39.86206896551724,34.85377762036517,18.0,31.525354969574035,36.09762432397903,0.0,0.665314401622718,1.0967217190333602,809.0,959.9513184584179,715.6476781568616,37.0,107.02839756592292,200.98363604076533,176.0,315.1926977687627,348.03982663221,315.0,410.13995943204867,369.20905171390103,172.0,243.5496957403651,239.45452082940292,23.0,40.2393509127789,47.39004725086923,809.0,959.7342799188641,715.534566484872,17.0,28.69371196754564,32.880565790779,8.0,13.089249492900608,15.44845040656342,46.3,47.25908096280088,19.2006124727561,7.0,12.551724137931034,14.897886235896998,42.9,41.75404814004376,18.98879603934892,455.0,549.3833671399594,435.372433183871,2331.0,2903.2839756592293,2280.4867189465235,1150.0,1492.9066937119676,1258.2390486196823,17.0,28.851926977687626,32.30420039482681,14.0,20.342799188640974,19.981346328305975,3.0,9.198782961460447,16.006510316104087,15.0,21.75659229208925,20.961190962712646,9.0,14.505070993914808,16.067770429978083,511.0,628.421906693712,508.08194685736805,30.0,58.65314401622718,71.19981741016906,16.0,16.941176470588236,11.167178800079327,82.0,80.07835051546392,9.001724201279071,8.0,10.766734279918865,10.232478027819969,4.0,5.716024340770791,5.2036266683411645,20.0,21.26829268292683,9.69012400283974,2.0,4.880324543610548,6.397398345070774,1.29,1.325578093306288,0.593055612775332,24.0,27.669371196754565,20.38546765902057,26.0,27.55578093306288,18.26396981889228,23.3,26.140973630831642,18.230752871717296,24.7,26.04158215010142,17.037996607172516,14.0,16.904665314401623,13.67958832447778,12.0,16.373225152129816,15.708428591202066,1.0,2.920892494929006,4.647736315710088,10.0,26.6105476673428,42.32268667298634,0.0,0.09939148073022312,0.3316925596918279,62.0,74.18052738336714,55.842238090945585,12.0,20.488843813387422,23.827171952500183,16.0,20.44421906693712,20.974709704878983,46.9,48.3388090349076,21.5369457901911
Arsenal,441.0,424.85714285714283,111.57431860167722,24.0,24.761904761904763,2.547641299413281,27.0,26.80952380952381,10.191266102006402,18.0,19.857142857142858,13.093073414159544,2.0,3.619047619047619,3.9809068122249545,0.0,0.47619047619047616,1.3645163106041502,2.0,2.9523809523809526,3.138091625115342,2.0,2.9523809523809526,2.765432886117298,0.0,0.09523809523809523,0.30079260375911915,1.6,3.7142857142857144,4.287806632100579,1.6,3.342857142857143,3.6045209707492933,1.4,2.6619047619047618,3.069116516275684,17.0,38.95238095238095,42.66553197895954,72.0,99.61904761904762,94.09648037545091,37.0,98.85714285714286,130.50259986463325,0.12,0.18285714285714286,0.18884233786793833,0.17,0.16238095238095238,0.15148943071728674,0.25,0.34523809523809523,0.2807600229309552,0.12,0.15571428571428572,0.1764531503989495,0.25,0.3185714285714286,0.24063012517732923,0.12,0.19809523809523805,0.18162100780523843,0.13,0.13904761904761903,0.1250961534942127,0.24,0.3371428571428572,0.2679392255184533,0.12,0.17571428571428568,0.16512333053119502,0.24,0.31523809523809526,0.23348702421374612,14.5,14.5,13.435028842544403,0.79,0.79,0.056568542494923775,41.5,41.5,38.890872965260115,27.0,27.0,25.45584412271571,66.19999999999999,66.19999999999999,2.6870057685088784,14.0,14.0,12.727922061357855,2.5,2.5,2.1213203435596424,2.5,2.5,3.5355339059327378,9.0,9.0,9.899494936611665,41.65,41.65,11.808683245815345,1.5,1.5,2.1213203435596424,1.0,1.0,1.4142135623730951,0.5,0.5,0.7071067811865476,0.0,0.0,0.0,33.3,33.3,,2.0,4.095238095238095,4.742412486327628,17.0,30.714285714285715,29.866608205725097,5.0,9.904761904761905,10.143494279116846,31.6,28.78421052631579,10.280200125478249,1.34,1.631904761904762,1.2234198749718719,0.3,0.5038095238095238,0.43680059741804605,0.1,0.1036842105263158,0.085193278706962,0.33999999999999997,0.34,0.23014062197350765,15.6,16.252631578947366,4.484463106852942,0.0,0.2857142857142857,0.956182887467515,0.0,0.47619047619047616,1.3645163106041502,0.0,0.47619047619047616,1.3645163106041502,1.6,3.7142857142857144,4.287806632100579,1.6,3.342857142857143,3.6045209707492933,0.11,0.09947368421052633,0.043265804332768436,0.2,0.38095238095238093,1.5422772278741093,0.0,0.2761904761904762,1.5639388613065288,306.0,457.95238095238096,352.2054054370086,342.0,501.6190476190476,378.55679576392185,90.9,91.06190476190476,4.507158327646834,229.0,368.4761904761905,350.73830971931466,267.0,413.76190476190476,375.52601837448026,85.9,87.29999999999998,6.8121949472985595,37.0,55.80952380952381,50.004618834282745,60.0,102.47619047619048,102.65067902728119,54.3,55.60476190476191,13.161173055259024,0.0,10.333333333333334,23.29449148046236,0.0,0.047619047619047616,0.21821789023599236,0.0,0.0,0.0,699.0,900.6666666666666,735.4736795653081,3.0,4.142857142857143,4.016039271293475,11.0,15.047619047619047,13.617915370849499,28.0,56.333333333333336,59.48473193461775,2.86,2.756190476190476,1.6675145462348333,25.0,44.0,46.29362807125836,1.0,3.9047619047619047,7.006459604570356,1.0,2.761904761904762,3.923069740710224,1.0,3.142857142857143,3.2906794782493525,1.0,1.5714285714285714,2.0389072703639215,0.0,0.9523809523809523,1.4309504001254019,5.0,7.238095238095238,6.985017980683814,0.38,0.40904761904761905,0.34741768466652295,3.0,4.9523809523809526,5.324248214313364,0.0,0.7619047619047619,1.1791845447071423,0.0,0.38095238095238093,0.6690433824641328,0.0,0.5238095238095238,0.749603069567329,0.0,0.6190476190476191,1.023532631438318,0.0,0.0,0.0,11.0,12.904761904761905,10.241605156931024,22.0,25.80952380952381,20.456341431495144,50.0,56.225,22.24461791795466,7.0,12.904761904761905,12.189769324744262,18.0,19.523809523809526,15.065254885394564,1.0,5.0476190476190474,8.668772637900883,15.0,14.476190476190476,11.156249583166593,12.0,13.857142857142858,12.084228209884628,36.0,42.80952380952381,33.2905678047387,9.0,24.476190476190474,28.945844343565188,0.0,0.8571428571428571,1.2761549390929883,912.0,1251.4285714285713,909.0056969804189,25.0,93.95238095238095,173.762330840282,182.0,318.2857142857143,372.35415169662645,389.0,536.6666666666666,488.0376351607869,239.0,405.42857142857144,369.7405267790605,31.0,70.28571428571429,78.20431117089574,912.0,1250.952380952381,908.7142827198478,14.0,31.857142857142858,36.87720937691152,8.0,13.428571428571429,15.078366717159483,40.9,43.03157894736843,14.383441584435399,6.0,14.476190476190476,17.543144095683214,44.3,46.136842105263156,15.471199426544358,591.0,769.3333333333334,566.7703532590015,3077.0,3833.904761904762,2933.077972109878,1532.0,1961.5238095238096,1541.1983849929125,17.0,38.95238095238095,42.66553197895954,21.0,27.142857142857142,24.154266112398687,6.0,15.571428571428571,23.06636388460788,13.0,24.952380952380953,21.17894282176566,9.0,17.80952380952381,18.473275420506912,650.0,892.6666666666666,667.295611654485,37.0,98.85714285714286,130.50259986463325,18.0,19.857142857142858,13.093073414159544,80.0,80.95238095238095,7.186627793869601,7.0,12.523809523809524,12.49647569364678,7.0,6.9523809523809526,5.835033765765118,17.0,16.625,5.643580423808985,3.0,6.666666666666667,8.445906306213285,2.34,2.366190476190476,0.14735929527777306,39.0,47.42857142857143,29.35910664269509,11.0,15.19047619047619,9.677908077777179,37.3,39.70952380952381,24.56037265112044,12.2,14.538095238095238,8.971425538367699,15.0,18.38095238095238,13.709398930938551,13.0,18.666666666666668,16.96565157408737,1.0,4.095238095238095,5.290602630180818,12.0,31.666666666666668,45.585450895360616,0.0,0.047619047619047616,0.21821789023599242,59.0,83.0,60.381288492379824,15.0,23.80952380952381,28.002891007213965,16.0,23.61904761904762,24.830376941311606,48.8,48.83,21.108868178788594
Aston Villa,301.0,296.2608695652174,164.04606265295357,26.0,25.956521739130434,3.548088613087913,27.0,24.17391304347826,11.109587071587574,20.0,18.130434782608695,12.392462327142427,2.0,2.9565217391304346,4.343001275506534,0.0,0.17391304347826086,0.8340576562282992,1.0,2.391304347826087,3.551429039322604,4.0,4.043478260869565,3.1691447207203343,0.0,0.08695652173913043,0.28810406552003043,1.4,2.8260869565217392,3.761795677514608,1.4,2.6913043478260867,3.663445105297156,1.0,2.143478260869565,2.708710878721819,32.0,33.30434782608695,29.3016207783316,55.0,62.869565217391305,56.01972408148766,33.0,62.391304347826086,74.14037001798117,0.11,0.20086956521739127,0.2595260197758819,0.08,0.12347826086956522,0.16416756117544198,0.21,0.3247826086956522,0.31580876787323786,0.11,0.19565217391304343,0.25927917714233195,0.21,0.3195652173913044,0.3151547709368665,0.1,0.16130434782608696,0.15693960470732587,0.09,0.09869565217391305,0.09748213579122574,0.21,0.2591304347826087,0.21270793128517929,0.1,0.15695652173913044,0.15691441739799367,0.21,0.25521739130434784,0.21139944020776902,30.5,30.5,24.748737341529164,2.16,2.16,1.0323759005323596,86.5,86.5,74.24621202458749,57.5,57.5,53.033008588991066,64.0,64.0,3.111269837220813,10.0,10.0,12.727922061357855,4.0,4.0,5.656854249492381,5.0,5.0,2.8284271247461903,4.0,4.0,5.656854249492381,11.75,11.75,16.617009357883866,1.0,1.0,0.0,0.5,0.5,0.7071067811865476,0.5,0.5,0.7071067811865476,0.0,0.0,0.0,50.0,50.0,70.71067811865476,2.0,3.130434782608696,4.505595993530378,14.0,22.0,24.896147931320257,5.0,7.869565217391305,10.511051966322647,35.0,33.67368421052632,11.011147992691729,0.78,1.2095652173913047,1.0679269563924882,0.35,0.43565217391304356,0.4209926158600596,0.11,0.1368421052631579,0.12288443674982459,0.38,0.35263157894736846,0.2554699831305074,15.9,15.473684210526315,3.5571277591248873,0.0,0.6521739130434783,1.668115312456598,0.0,0.17391304347826086,0.8340576562282992,0.0,0.17391304347826086,0.8340576562282992,1.4,2.8260869565217392,3.761795677514608,1.4,2.6913043478260867,3.663445105297156,0.12,0.12421052631578947,0.06962724478517206,0.0,0.3043478260869565,1.5089063652103571,0.0,0.26521739130434785,1.4714274750150784,293.0,308.0869565217391,235.22598670668677,329.0,341.2608695652174,252.01843680595786,89.9,89.04347826086955,6.977745538949103,184.0,320.3478260869565,300.0650851664825,242.0,359.0869565217391,320.0861976297064,85.7,86.83043478260869,8.055739612938247,48.0,57.73913043478261,60.1847288024767,82.0,102.82608695652173,111.95967300526846,57.6,57.690909090909095,11.277871679106374,0.0,6.478260869565218,14.643861777107686,0.0,0.6521739130434783,1.8242980132387139,0.0,0.08695652173913043,0.4170288281141496,573.0,699.6086956521739,567.565994491184,1.0,2.0434782608695654,2.2659186551548265,13.0,14.869565217391305,12.476539248547784,29.0,39.47826086956522,37.56675218281742,2.07,1.992173913043478,1.2733776006487596,22.0,29.043478260869566,26.20631128160051,0.0,3.347826086956522,7.975010377036131,1.0,2.0,2.7797972457128464,2.0,3.1739130434782608,4.302770501908609,1.0,1.3478260869565217,1.4650068461575656,0.0,0.5652173913043478,0.66237087637185,3.0,5.608695652173913,6.429612814829256,0.3,0.31000000000000005,0.276964060681329,2.0,4.0,4.461960433384737,0.0,0.34782608695652173,0.884651736929383,0.0,0.34782608695652173,0.6472807211834833,0.0,0.43478260869565216,1.5023038960368273,0.0,0.34782608695652173,0.5727680517510726,0.0,0.13043478260869565,0.34435022157509093,7.0,11.26086956521739,10.283337764224344,19.0,23.782608695652176,20.602198739100047,46.7,44.328571428571436,20.76839288094153,8.0,12.521739130434783,11.425130057813112,18.0,16.91304347826087,11.52038921169475,2.0,4.913043478260869,6.1785041105010405,13.0,12.0,8.213071621174715,9.0,10.217391304347826,9.07522362228427,21.0,33.91304347826087,28.659304444199208,12.0,25.869565217391305,26.416772130644038,0.0,0.5652173913043478,1.079818459343208,1017.0,999.5652173913044,711.8844279341822,44.0,121.91304347826087,238.14623334938142,215.0,354.4347826086956,389.62089104048033,318.0,417.4347826086956,365.48881665355265,186.0,236.65217391304347,214.64719651635798,27.0,43.78260869565217,51.95973661643226,1017.0,999.3913043478261,711.5396711057734,30.0,32.65217391304348,31.302931456759143,13.0,14.826086956521738,15.508508438663434,44.8,47.22500000000001,15.397090463358396,11.0,13.608695652173912,13.563785776286068,41.0,39.690000000000005,15.300460949368743,635.0,626.304347826087,457.0717503633726,3527.0,3400.1739130434785,2449.8297835522058,1663.0,1782.8695652173913,1427.9271786992447,32.0,33.30434782608695,29.3016207783316,19.0,21.0,17.220495188741076,4.0,9.391304347826088,13.275880831707834,17.0,20.434782608695652,19.651107040193395,14.0,18.043478260869566,17.46549393120245,764.0,685.6086956521739,498.01138533265345,33.0,62.391304347826086,74.14037001798117,20.0,18.130434782608695,12.392462327142427,83.0,79.8695652173913,8.677580034601641,6.0,11.73913043478261,11.06681111704701,6.0,6.043478260869565,6.0563885193432885,20.5,22.875,11.068724708233857,2.0,5.565217391304348,8.327534214097023,1.77,1.7173913043478262,0.36299533419621427,36.0,36.26086956521739,24.32398253745084,27.0,28.869565217391305,17.368478103177416,31.4,30.204347826086952,20.285070153840856,30.5,28.460869565217394,17.11030362438309,16.0,17.869565217391305,13.441132081061973,15.0,20.52173913043478,18.84112900790423,0.0,2.0434782608695654,4.016763292973417,11.0,28.304347826086957,40.739119888972354,0.0,0.17391304347826086,0.4910261901035311,62.0,70.0,52.137057140509256,13.0,14.478260869565217,12.943476999552503,14.0,15.695652173913043,16.457755239092645,50.0,53.65652173913043,22.61366895741191
